"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Btg1",1.43116635222439e-06,1.11868251266374,0.283,0.093,0.0272765995070446,"MOL_7","Btg1"
"Mpdu1",1.50058288665217e-06,0.395238046828453,0.503,0.29,0.0285996092367037,"MOL_7","Mpdu1"
"Ssbp3",1.50294178377595e-06,1.06423716765401,0.31,0.12,0.0286445674569858,"MOL_7","Ssbp3"
"Ywhah",1.50675691235493e-06,0.371611023572829,0.628,0.384,0.0287172799925727,"MOL_7","Ywhah"
"Gnas",1.52221916342179e-06,0.356705084889851,0.752,0.536,0.0290119750356558,"MOL_7","Gnas"
"Tmem259",1.6560663283526e-06,0.288683994942639,0.834,0.596,0.0315629681520723,"MOL_7","Tmem259"
"Sema6d2",1.66479306587852e-06,0.311545759174846,0.924,0.697,0.0317292910425787,"MOL_7","Sema6d"
"Tsc22d4",1.67696133536315e-06,0.268687170219721,0.979,0.866,0.0319612060906862,"MOL_7","Tsc22d4"
"Grb21",1.71678153295211e-06,0.352925159233112,0.621,0.375,0.0327201392365343,"MOL_7","Grb2"
"Gba",1.73454519030833e-06,0.387683284560354,0.455,0.244,0.0330586967820864,"MOL_7","Gba"
"Dhcr241",1.78675022531683e-06,0.505893635073294,0.51,0.289,0.0340536725443134,"MOL_7","Dhcr24"
"Dag1",1.8842495236979e-06,0.79451448019339,0.31,0.115,0.0359119116721583,"MOL_7","Dag1"
"Ube2h",1.93543128205586e-06,0.33704823854992,0.731,0.49,0.0368873848047025,"MOL_7","Ube2h"
"Lgmn1",1.94534478914779e-06,0.347585441086981,0.669,0.445,0.0370763263363678,"MOL_7","Lgmn"
"Kcna21",1.98165861660197e-06,0.633973829503081,0.469,0.235,0.037768431573817,"MOL_7","Kcna2"
"Aida",1.98845345216747e-06,0.337890051752942,0.4,0.212,0.0378979343448599,"MOL_7","Aida"
"Mllt11",2.20893404809807e-06,0.833910403188204,0.255,0.088,0.0421000740227011,"MOL_7","Mllt11"
"Apmap",2.27938366509585e-06,0.6159208508974,0.366,0.184,0.0434427732730618,"MOL_7","Apmap"
"Tiparp",2.36607385685392e-06,0.992224979908704,0.269,0.108,0.0450950016377789,"MOL_7","Tiparp"
"Rab3a",2.47761395947543e-06,0.448613662362699,0.51,0.277,0.0472208444536422,"MOL_7","Rab3a"
"Srd5a1",2.59073361297318e-06,0.736435646762881,0.324,0.139,0.0493767919296559,"MOL_7","Srd5a1"
"Ptma",2.64067575759526e-06,0.442354044532706,0.883,0.62,0.0503286392640081,"MOL_7","Ptma"
"Paxx",2.74050820806312e-06,0.363136349880534,0.621,0.38,0.0522313459374749,"MOL_7","Paxx"
"Zfp362",3.13196393229437e-06,0.556534920430858,0.331,0.159,0.0596921005855984,"MOL_7","Zfp362"
"Gtf2i",3.57758952249352e-06,0.315713368415158,0.897,0.695,0.068185278709204,"MOL_7","Gtf2i"
"Ufsp2",3.81589219571935e-06,0.700455999330111,0.372,0.171,0.0727270893582152,"MOL_7","Ufsp2"
"Parl",3.87228870182028e-06,0.556549651511228,0.407,0.212,0.0738019503679927,"MOL_7","Parl"
"Nufip2",3.91633105296141e-06,0.644002485068793,0.586,0.307,0.0746413535383914,"MOL_7","Nufip2"
"Fam104a",4.0908912841793e-06,0.356967931730265,0.269,0.128,0.0779682969851733,"MOL_7","Fam104a"
"Sirt4",4.14579021016339e-06,0.493087818985328,0.297,0.122,0.079014615615504,"MOL_7","Sirt4"
"Pcif1",4.33268385358594e-06,0.42095143142517,0.593,0.329,0.0825766215654945,"MOL_7","Pcif1"
"Smad2",4.57031615438743e-06,0.763050087273064,0.283,0.118,0.0871056555864701,"MOL_7","Smad2"
"Nudt18",4.65303094319158e-06,0.930647941972105,0.31,0.12,0.0886821167462884,"MOL_7","Nudt18"
"Dnaja1",4.72664983818046e-06,0.452606713918992,0.821,0.601,0.0900852192658813,"MOL_7","Dnaja1"
"Ncor2",4.82428557066412e-06,0.433258969886453,0.607,0.346,0.0919460586912876,"MOL_7","Ncor2"
"Cct3",5.19752120670203e-06,0.416273987516545,0.552,0.375,0.099059556678534,"MOL_7","Cct3"
"Hmgn3",5.20247808824264e-06,0.433020489141094,0.283,0.138,0.0991540298838166,"MOL_7","Hmgn3"
"Tnni1",5.35964058071641e-06,0.521108306538123,0.621,0.348,0.102149389827874,"MOL_7","Tnni1"
"Retreg2",5.43460513051941e-06,0.460406072836051,0.731,0.455,0.10357813918257,"MOL_7","Retreg2"
"Fam53c",5.51913380563471e-06,0.343492981910032,0.524,0.289,0.105189171201592,"MOL_7","Fam53c"
"Tspan15",5.60490489940082e-06,0.472239956968538,0.924,0.776,0.10682388247768,"MOL_7","Tspan15"
"Erbb41",5.62066983920486e-06,0.63623244959917,0.476,0.242,0.107124346465405,"MOL_7","Erbb4"
"Tssc4",5.67118763422847e-06,0.509767500640787,0.31,0.145,0.10808716512076,"MOL_7","Tssc4"
"Maged1",5.81250083025079e-06,0.509958974631714,0.766,0.524,0.11078045332375,"MOL_7","Maged1"
"Urm1",5.88516018685614e-06,0.571948737804962,0.786,0.498,0.112165268001291,"MOL_7","Urm1"
"Tmem38a",5.9853112074739e-06,0.66267120630495,0.283,0.116,0.114074046303245,"MOL_7","Tmem38a"
"Nol8",6.40566120384768e-06,0.573371378995153,0.31,0.125,0.122085496884133,"MOL_7","Nol8"
"Srgap12",6.4208695614901e-06,0.273981843502416,0.469,0.237,0.12237535297244,"MOL_7","Srgap1"
"Nr4a11",6.58085149629105e-06,0.757933285263203,0.476,0.265,0.125424448667811,"MOL_7","Nr4a1"
"Morf4l2",6.74474944789368e-06,0.555492758230104,0.655,0.377,0.128548179727406,"MOL_7","Morf4l2"
"Spns1",6.77539683265775e-06,0.268325347582824,0.324,0.161,0.129132288233624,"MOL_7","Spns1"
"Slc9a9",6.81045242885996e-06,0.798067539374822,0.29,0.134,0.129800412841642,"MOL_7","Slc9a9"
"Opa3",6.87071786225621e-06,0.608308984757176,0.29,0.138,0.130949011736741,"MOL_7","Opa3"
"Rhoq",7.06372660894651e-06,0.530160786235645,0.545,0.285,0.134627565439911,"MOL_7","Rhoq"
"Abhd31",7.46615797593514e-06,0.533224671634082,0.372,0.187,0.142297504863348,"MOL_7","Abhd3"
"Gpc1",7.48320970482134e-06,0.625391144092027,0.634,0.381,0.14262249376419,"MOL_7","Gpc1"
"Psmb4",7.75790535695713e-06,0.946871340901499,0.283,0.1,0.147857918198246,"MOL_7","Psmb4"
"Zcchc18",7.75944367479569e-06,0.877585627693577,0.303,0.124,0.147887236997931,"MOL_7","Zcchc18"
"Ap2s11",7.97635508249609e-06,0.319301292466777,0.634,0.386,0.152021351517293,"MOL_7","Ap2s1"
"Tmem68",8.28641301174597e-06,0.705349365886213,0.324,0.131,0.157930745590866,"MOL_7","Tmem68"
"Ppm1k",8.6626973363963e-06,0.658410100443018,0.338,0.147,0.165102348534377,"MOL_7","Ppm1k"
"Xpa",8.88236381702831e-06,0.374975307809942,0.434,0.245,0.169288971988743,"MOL_7","Xpa"
"Asphd2",8.96475685824344e-06,0.46296533031414,0.331,0.176,0.170859300961262,"MOL_7","Asphd2"
"Ano8",9.08782294678941e-06,0.52979465231189,0.345,0.137,0.173204817542859,"MOL_7","Ano8"
"Ccng2",9.26497930476883e-06,0.409155407016961,0.524,0.298,0.176581240569589,"MOL_7","Ccng2"
"Fam3c",9.32466216586251e-06,0.730200498728411,0.297,0.115,0.177718736219174,"MOL_7","Fam3c"
"Bex3",9.41162339861008e-06,0.361846942571886,0.352,0.185,0.17937613035411,"MOL_7","Bex3"
"Ubl31",9.54453632881986e-06,0.268563469569013,0.959,0.866,0.181909317890978,"MOL_7","Ubl3"
"Esf1",9.63944510496808e-06,0.575912073985386,0.269,0.12,0.183718184255587,"MOL_7","Esf1"
"Abhd17b",1.00945605881692e-05,0.400041767533479,0.938,0.778,0.192392230249918,"MOL_7","Abhd17b"
"Max",1.01407543153099e-05,0.339187549736382,0.421,0.237,0.193272636495491,"MOL_7","Max"
"Tmem125",1.04741872102666e-05,0.372340802219437,0.821,0.586,0.199627534040471,"MOL_7","Tmem125"
"Iffo11",1.05693380348572e-05,0.707163634364231,0.621,0.35,0.201441013606343,"MOL_7","Iffo1"
"Dctn1",1.14836077382259e-05,0.340986245976137,0.897,0.693,0.218866079882848,"MOL_7","Dctn1"
"Aldh5a1",1.17081236829468e-05,0.678623753357527,0.434,0.221,0.223145129273283,"MOL_7","Aldh5a1"
"Rap2a1",1.17149791626848e-05,0.561667300788843,0.531,0.263,0.22327578786161,"MOL_7","Rap2a"
"Dcaf7",1.19153048824623e-05,0.258144889816642,0.579,0.33,0.227093795754849,"MOL_7","Dcaf7"
"Gnptg",1.31749330089749e-05,0.31804547679128,0.69,0.435,0.251101048218052,"MOL_7","Gnptg"
"Luzp2",1.34330200058637e-05,0.530712916275579,0.317,0.154,0.256019928291756,"MOL_7","Luzp2"
"Prob1",1.34503171929433e-05,0.848830112968294,0.29,0.116,0.256349595380306,"MOL_7","Prob1"
"Soga1",1.36970799636705e-05,0.564463417877495,0.779,0.5,0.261052647027596,"MOL_7","Soga1"
"P4ha11",1.38021646067158e-05,0.54206700942359,0.455,0.223,0.263055455239396,"MOL_7","P4ha1"
"Adam1a",1.399338686852e-05,0.500362475958652,0.317,0.142,0.266699960327122,"MOL_7","Adam1a"
"Ppp1r16b",1.43433906921551e-05,0.290464525680548,0.993,0.967,0.273370683201784,"MOL_7","Ppp1r16b"
"Abtb1",1.48933930061756e-05,0.488335543516734,0.4,0.21,0.283853177304701,"MOL_7","Abtb1"
"Tpgs1",1.4929195760339e-05,0.413409055882136,0.566,0.332,0.2845355419963,"MOL_7","Tpgs1"
"Sat1",1.51031529935539e-05,0.729795126242197,0.421,0.21,0.287850992904143,"MOL_7","Sat1"
"Lcp1",1.53066471244497e-05,0.706203004192641,0.269,0.131,0.291729387544886,"MOL_7","Lcp1"
"Fkbp4",1.53927453918502e-05,0.259160675727305,0.593,0.395,0.293370334423274,"MOL_7","Fkbp4"
"Exoc6",1.63373355950948e-05,0.540408216804145,0.283,0.144,0.311373279106912,"MOL_7","Exoc6"
"Wasf1",1.63980376423036e-05,0.572373100057153,0.441,0.225,0.312530199424663,"MOL_7","Wasf1"
"Habp4",1.65765015220233e-05,0.659587671355271,0.31,0.114,0.315931542508242,"MOL_7","Habp4"
"Yipf5",1.68871577393282e-05,0.360023342195279,0.503,0.292,0.321852339353856,"MOL_7","Yipf5"
"Fads11",1.72823554253824e-05,0.679029445384942,0.497,0.264,0.329384412052362,"MOL_7","Fads1"
"Tnip2",1.76768527460403e-05,0.449537596982549,0.262,0.096,0.336903136486783,"MOL_7","Tnip2"
"Abi2",1.80264426664253e-05,0.537408015316289,0.621,0.348,0.343565970779399,"MOL_7","Abi2"
"Sh3bp2",1.80908418570244e-05,0.768879833000715,0.393,0.165,0.344793354953028,"MOL_7","Sh3bp2"
"Map6d1",1.88917987365618e-05,0.340322380641344,0.903,0.72,0.360058792120132,"MOL_7","Map6d1"
"Gpr155",1.89341756168468e-05,0.65494328984065,0.814,0.579,0.360866453081483,"MOL_7","Gpr155"
"Msi2",1.89406932263098e-05,0.403327363265935,0.414,0.221,0.360990672200238,"MOL_7","Msi2"
"Klf13",2.03556951718442e-05,0.447131877708513,0.834,0.643,0.387959194280178,"MOL_7","Klf13"
"Ndst1",2.2945332853307e-05,0.436373357821997,0.648,0.415,0.437315098851178,"MOL_7","Ndst1"
"Dgkd",2.31174969632325e-05,0.308173604723822,0.51,0.3,0.440596374622248,"MOL_7","Dgkd"
"Pik3c2a",2.44957375250543e-05,0.594918238331089,0.524,0.311,0.466864261490011,"MOL_7","Pik3c2a"
"Slc35a5",2.47013079374232e-05,0.366888187194649,0.821,0.584,0.470782227979349,"MOL_7","Slc35a5"
"Rundc3a",2.48032807617439e-05,0.335527984650269,0.738,0.478,0.472725728038076,"MOL_7","Rundc3a"
"Snx33",2.48110683225584e-05,0.497933695519026,0.731,0.438,0.47287415115964,"MOL_7","Snx33"
"Ahi1",2.51243808231757e-05,0.333998021926492,0.324,0.161,0.478845574108905,"MOL_7","Ahi1"
"Auts21",2.53659909373355e-05,0.556470692386248,0.572,0.268,0.483450421274678,"MOL_7","Auts2"
"Uchl3",2.56261314992531e-05,0.495930313040788,0.324,0.172,0.488408440244265,"MOL_7","Uchl3"
"BC034090",2.59090156464491e-05,0.520476762885291,0.428,0.205,0.493799929205674,"MOL_7","BC034090"
"Rtn2",2.70158803848833e-05,0.257079521354152,0.255,0.138,0.51489566425549,"MOL_7","Rtn2"
"Rmnd1",2.78017605525898e-05,0.344740650185723,0.283,0.149,0.529873754371808,"MOL_7","Rmnd1"
"Dync1li1",2.79450276970076e-05,0.552831339501111,0.669,0.4,0.532604282877268,"MOL_7","Dync1li1"
"Atp8b1",2.82837234804022e-05,0.888490295396681,0.297,0.116,0.539059485812985,"MOL_7","Atp8b1"
"Vmp1",2.84002086989452e-05,0.288432485736963,0.938,0.849,0.541279577593197,"MOL_7","Vmp1"
"Ell2",2.86002436044081e-05,0.280073362939671,0.607,0.386,0.545092042856415,"MOL_7","Ell2"
"Lcorl",2.91007202328001e-05,0.322598661799842,0.593,0.339,0.554630626916938,"MOL_7","Lcorl"
"Lrp10",2.93572720244534e-05,0.409815059051848,0.476,0.29,0.559520247514058,"MOL_7","Lrp10"
"Slc22a171",2.94531133593217e-05,0.272624458877808,0.869,0.705,0.561346887515312,"MOL_7","Slc22a17"
"Cacna2d1",2.96733570489473e-05,0.287978771027357,0.421,0.21,0.565544511995886,"MOL_7","Cacna2d1"
"Ctns",3.0090506678942e-05,0.303963462618093,0.255,0.121,0.573494966793955,"MOL_7","Ctns"
"Rbm8a",3.02496869135105e-05,0.549177868470278,0.338,0.163,0.576528782884597,"MOL_7","Rbm8a"
"Anapc131",3.04322409645548e-05,0.35443826194318,0.51,0.296,0.580008080543451,"MOL_7","Anapc13"
"Pigc",3.13979576365584e-05,0.409272914722992,0.303,0.15,0.598413674595167,"MOL_7","Pigc"
"Rogdi",3.22717000333727e-05,0.477964296423161,0.31,0.173,0.615066330936051,"MOL_7","Rogdi"
"Hist1h1e",3.26987866002412e-05,0.413089724993612,0.669,0.389,0.623206173813997,"MOL_7","Hist1h1e"
"Ccdc186",3.31544793247932e-05,0.379117274218728,0.366,0.201,0.631891221451234,"MOL_7","Ccdc186"
"Uqcr11",3.34374230422559e-05,0.3509341587798,0.545,0.331,0.637283845762355,"MOL_7","Uqcr11"
"Pex6",3.50251784601948e-05,0.368711212399457,0.386,0.22,0.667544876272852,"MOL_7","Pex6"
"Osbpl5",3.52007477842045e-05,0.626687245473457,0.303,0.13,0.670891052019153,"MOL_7","Osbpl5"
"Efna1",3.54303000189857e-05,0.749763094979337,0.317,0.157,0.675266088061848,"MOL_7","Efna1"
"Heatr3",3.5624081093418e-05,0.43992649065358,0.538,0.29,0.678959361559455,"MOL_7","Heatr3"
"Ints3",3.56362773928606e-05,0.46973831930854,0.531,0.299,0.67919181083053,"MOL_7","Ints3"
"Tango2",3.6325427250357e-05,0.652570864761141,0.269,0.125,0.692326317964555,"MOL_7","Tango2"
"Grina",3.64239815184529e-05,0.310447061223196,0.697,0.457,0.694204663760193,"MOL_7","Grina"
"Sdcbp",3.66117338525165e-05,0.465186722278455,0.455,0.24,0.697783035495111,"MOL_7","Sdcbp"
"Gnb4",3.68267924917312e-05,0.443006469607705,0.283,0.151,0.701881838099905,"MOL_7","Gnb4"
"Znrf1",3.70335841373995e-05,0.405727034230361,0.386,0.202,0.705823080074696,"MOL_7","Znrf1"
"Hook31",3.71798567771366e-05,0.516718714088747,0.862,0.587,0.708610890315446,"MOL_7","Hook3"
"B4gat1",3.80725995868021e-05,0.437609829429916,0.655,0.367,0.725625675524862,"MOL_7","B4gat1"
"Tmem237",3.9736339322903e-05,0.482628082614139,0.29,0.146,0.757334891155208,"MOL_7","Tmem237"
"Scamp1",4.07469163832733e-05,0.387438508797452,0.531,0.304,0.776595479348807,"MOL_7","Scamp1"
"Fdps",4.45817630759702e-05,0.490629591501568,0.69,0.468,0.849683822464916,"MOL_7","Fdps"
"Hmg20b",4.47553188113662e-05,0.701470434622723,0.29,0.121,0.852991621225829,"MOL_7","Hmg20b"
"Plekhm2",4.5697404626585e-05,0.454895965040381,0.366,0.188,0.870946834778083,"MOL_7","Plekhm2"
"Ppp2r3c",4.62395359400503e-05,0.357679189969657,0.297,0.157,0.881279315481418,"MOL_7","Ppp2r3c"
"Arf6",4.67690765038966e-05,0.465708375377596,0.359,0.191,0.891371829087766,"MOL_7","Arf6"
"Utp14b1",4.68653200522158e-05,0.446022332857128,0.483,0.273,0.893206134875182,"MOL_7","Utp14b"
"Map4k3",4.95865393760715e-05,0.387370345567789,0.441,0.23,0.945069853968547,"MOL_7","Map4k3"
"Uchl5",4.9714849995275e-05,0.525893779965279,0.283,0.136,0.947515326059947,"MOL_7","Uchl5"
"Stx2",4.99213072151954e-05,0.546251633626159,0.352,0.176,0.951450194214409,"MOL_7","Stx2"
"Coro7",5.12565743382347e-05,0.365646133777051,0.476,0.261,0.976899050312415,"MOL_7","Coro7"
"Map3k12",5.1400638305935e-05,0.561077065089738,0.29,0.115,0.979644765472816,"MOL_7","Map3k12"
"Atp6v0a2",5.14600978913916e-05,0.625707226849918,0.662,0.375,0.980778005712032,"MOL_7","Atp6v0a2"
"Qars",5.16147271629231e-05,0.356620129771862,0.476,0.259,0.983725084998152,"MOL_7","Qars"
"Tma16",5.34850014360935e-05,0.90392564969784,0.262,0.112,1,"MOL_7","Tma16"
"Psd3",5.37073081318319e-05,0.576791548994629,0.621,0.388,1,"MOL_7","Psd3"
"Stip1",5.39788111756877e-05,0.385462481729573,0.731,0.487,1,"MOL_7","Stip1"
"Msmo1",5.72768941005035e-05,0.514727940879178,0.648,0.405,1,"MOL_7","Msmo1"
"Prdx2",6.04760611097647e-05,0.528955718480353,0.621,0.361,1,"MOL_7","Prdx2"
"Usp16",6.10477996246032e-05,0.385695468681819,0.428,0.235,1,"MOL_7","Usp16"
"H2afj",6.14194626111693e-05,0.504721110737932,0.31,0.142,1,"MOL_7","H2afj"
"Sh3gl2",6.18471495176755e-05,0.627656935602195,0.317,0.135,1,"MOL_7","Sh3gl2"
"Ctsl",6.26073218942857e-05,0.648286881519317,0.448,0.239,1,"MOL_7","Ctsl"
"Tbc1d161",6.55883634620917e-05,0.403926737189322,0.586,0.351,1,"MOL_7","Tbc1d16"
"Gpat4",6.59632240043565e-05,0.324418722069881,0.634,0.401,1,"MOL_7","Gpat4"
"Lrrc47",6.6061492281635e-05,0.270369238396935,0.621,0.395,1,"MOL_7","Lrrc47"
"Dcaf6",6.62931311083022e-05,0.325854631778739,0.448,0.233,1,"MOL_7","Dcaf6"
"Tcf4",6.7740630447595e-05,0.410616374572517,0.814,0.638,1,"MOL_7","Tcf4"
"Prkcq",6.77684492575568e-05,0.253534495243914,0.683,0.471,1,"MOL_7","Prkcq"
"Eif2b2",6.91743139921972e-05,0.336491627489497,0.317,0.169,1,"MOL_7","Eif2b2"
"Gpd1",6.93842885429986e-05,0.556455177539142,0.69,0.488,1,"MOL_7","Gpd1"
"Hdac2",6.99291092377253e-05,0.255066950902979,0.297,0.154,1,"MOL_7","Hdac2"
"Cdkn1b",6.99484221562239e-05,0.345646665538762,0.786,0.522,1,"MOL_7","Cdkn1b"
"Rbm18",6.99770188293151e-05,0.407654982681612,0.331,0.164,1,"MOL_7","Rbm18"
"Ube2s",7.05576015552608e-05,0.51965899368216,0.359,0.182,1,"MOL_7","Ube2s"
"Ctsf",7.30230309150731e-05,0.450606721301877,0.469,0.255,1,"MOL_7","Ctsf"
"Adgrb1",7.45569653441849e-05,0.464443993476615,0.703,0.456,1,"MOL_7","Adgrb1"
"Dedd",7.46983692815244e-05,0.316226997599432,0.428,0.224,1,"MOL_7","Dedd"
"Hspd1",7.50821035836271e-05,0.337755609166423,0.524,0.297,1,"MOL_7","Hspd1"
"Sh3glb2",7.5087413485909e-05,0.531382259697851,0.676,0.418,1,"MOL_7","Sh3glb2"
"Slc25a5",7.51062193216572e-05,0.481794351201161,0.476,0.251,1,"MOL_7","Slc25a5"
"Ctsb",7.51334490803427e-05,0.262664530108698,0.91,0.777,1,"MOL_7","Ctsb"
"Car141",7.64004102438729e-05,0.281354946601391,0.869,0.673,1,"MOL_7","Car14"
"Akr7a51",7.80628143091314e-05,0.309201767120769,0.503,0.294,1,"MOL_7","Akr7a5"
"Chka",8.10474777000313e-05,0.499468682909933,0.331,0.149,1,"MOL_7","Chka"
"Pdzd8",8.17854536674901e-05,0.338800442800729,0.524,0.297,1,"MOL_7","Pdzd8"
"Mia3",8.31113987616838e-05,0.26806923061328,0.531,0.329,1,"MOL_7","Mia3"
"Dguok",8.38456687344752e-05,0.252194386155232,0.372,0.203,1,"MOL_7","Dguok"
"Cc2d1a",8.38521719163274e-05,0.467822593921119,0.262,0.129,1,"MOL_7","Cc2d1a"
"Ldlr",8.45025303444167e-05,0.287673295786116,0.283,0.152,1,"MOL_7","Ldlr"
"Supt4a",8.45219817896287e-05,0.274508952560474,0.669,0.436,1,"MOL_7","Supt4a"
"Dusp8",8.54285698150455e-05,0.369952545521856,0.524,0.307,1,"MOL_7","Dusp8"
"Ankrd13b",8.59406684214881e-05,0.451916026890546,0.372,0.201,1,"MOL_7","Ankrd13b"
"Aldoa-ENSMUSG000000306951",8.70499614450949e-05,0.357292187539264,0.89,0.701,1,"MOL_7","Aldoa-ENSMUSG00000030695"
"Gtpbp8",9.17251652971779e-05,0.529857334826957,0.262,0.119,1,"MOL_7","Gtpbp8"
"Chmp1b",9.23903691272584e-05,0.335543326491248,0.648,0.409,1,"MOL_7","Chmp1b"
"Slc29a3",9.35135429707454e-05,0.479265134615607,0.476,0.222,1,"MOL_7","Slc29a3"
"Pphln1",9.7272284492191e-05,0.420888183779959,0.462,0.245,1,"MOL_7","Pphln1"
"Sytl21",9.78923341287753e-05,0.328867297046608,0.841,0.608,1,"MOL_7","Sytl2"
"Mob4",0.000100176663315412,0.405181483362822,0.497,0.302,1,"MOL_7","Mob4"
"Ypel21",0.000100706146177959,0.33438864053007,0.924,0.754,1,"MOL_7","Ypel2"
"Mtln",0.000111207146681535,0.516154006916364,0.262,0.138,1,"MOL_7","Mtln"
"Agtpbp1",0.000114803110819188,0.408033412456188,0.655,0.413,1,"MOL_7","Agtpbp1"
"Atp1a11",0.000116053932263426,0.345032955883481,0.972,0.836,1,"MOL_7","Atp1a1"
"Tfeb",0.000116172254045724,0.254448776368984,0.683,0.472,1,"MOL_7","Tfeb"
"Smarcd1",0.000117450314028688,0.337810653646278,0.759,0.54,1,"MOL_7","Smarcd1"
"Wwc2",0.000117831813182815,0.672437224423674,0.303,0.132,1,"MOL_7","Wwc2"
"Sesn3",0.000120647480875611,0.408951204383858,0.407,0.214,1,"MOL_7","Sesn3"
"Slc25a12",0.000121393929120575,0.301479446730604,0.49,0.316,1,"MOL_7","Slc25a1"
"Yars",0.000123133579851787,0.318770514232732,0.379,0.233,1,"MOL_7","Yars"
"Hmgxb3",0.000125213472228706,0.341265206791298,0.338,0.182,1,"MOL_7","Hmgxb3"
"Naf1",0.000125924926874163,0.323212357194944,0.434,0.249,1,"MOL_7","Naf1"
"Cul5",0.000126300924670957,0.307935653481557,0.51,0.293,1,"MOL_7","Cul5"
"Arc1",0.000127508159956899,0.600393952907392,0.614,0.413,1,"MOL_7","Arc"
"Zfp664",0.000131503343801253,0.364046173355335,0.586,0.374,1,"MOL_7","Zfp664"
"Trir",0.000132302262240822,0.436115998248025,0.772,0.493,1,"MOL_7","Trir"
"Atp6v0b",0.000136350488987165,0.278515588407252,0.903,0.726,1,"MOL_7","Atp6v0b"
"Tmub2",0.000140075162010646,0.283106257490161,0.372,0.234,1,"MOL_7","Tmub2"
"Xab2",0.000141806330787066,0.288587719245878,0.428,0.235,1,"MOL_7","Xab2"
"Zcchc17",0.00014480093919883,0.533357866349124,0.421,0.219,1,"MOL_7","Zcchc17"
"Gnai2",0.00014658951045751,0.312718768908307,0.752,0.56,1,"MOL_7","Gnai2"
"Evi5l",0.00014873350162383,0.278109637671446,0.793,0.571,1,"MOL_7","Evi5l"
"Pde6d",0.000150527546781793,0.295959073974967,0.71,0.451,1,"MOL_7","Pde6d"
"Zfp827",0.000150564766228697,0.697564224614445,0.31,0.141,1,"MOL_7","Zfp827"
"Cbx4",0.000154377557506758,0.269907066210733,0.607,0.438,1,"MOL_7","Cbx4"
"Ggct",0.000160003179972654,0.441049326177768,0.345,0.171,1,"MOL_7","Ggct"
"C1galt1c1",0.000161342993946242,0.359728210155127,0.497,0.305,1,"MOL_7","C1galt1c1"
"Sgpl1",0.000161565370415033,0.359058950251684,0.366,0.203,1,"MOL_7","Sgpl1"
"Pik3r3",0.000165054707708592,0.489623499256471,0.276,0.134,1,"MOL_7","Pik3r3"
"Hif1a",0.000167098979974274,0.328743199200987,0.345,0.184,1,"MOL_7","Hif1a"
"Cdyl",0.000167676420193983,0.731678232061755,0.276,0.125,1,"MOL_7","Cdyl"
"Tgfbrap1",0.000168803332932859,0.31041925748108,0.469,0.266,1,"MOL_7","Tgfbrap1"
"Rfx7",0.000171425879618121,0.281629706765766,0.269,0.146,1,"MOL_7","Rfx7"
"Mea1",0.000171576936989267,0.384719233123589,0.372,0.219,1,"MOL_7","Mea1"
"Hsph1",0.000172825562837267,0.473448749035017,0.586,0.354,1,"MOL_7","Hsph1"
"Tmem181a",0.000176214286095913,0.368359914791541,0.359,0.2,1,"MOL_7","Tmem181a"
"Kpna1",0.000177962717617615,0.482121454153302,0.4,0.222,1,"MOL_7","Kpna1"
"Arap1",0.000184564002200815,0.315182467242932,0.641,0.377,1,"MOL_7","Arap1"
"Rabl6",0.000185655679128175,0.291799148241449,0.51,0.305,1,"MOL_7","Rabl6"
"Zmym4",0.000187867792740154,0.349448418199869,0.324,0.148,1,"MOL_7","Zmym4"
"Iars1",0.000195500217039003,0.365709843718861,0.586,0.363,1,"MOL_7","Iars"
"Sptlc2",0.000196041988705515,0.491652177482206,0.352,0.184,1,"MOL_7","Sptlc2"
"Fzd3",0.000199105842286289,0.53918666969624,0.345,0.157,1,"MOL_7","Fzd3"
"Eml6",0.000205463971704682,0.286495175492493,0.359,0.186,1,"MOL_7","Eml6"
"Ebp",0.00021030568320437,0.318509670857397,0.455,0.255,1,"MOL_7","Ebp"
"Golga4",0.000211186696173775,0.308818105703752,0.476,0.29,1,"MOL_7","Golga4"
"H2afz",0.000212541034830233,0.358020584774943,0.434,0.236,1,"MOL_7","H2afz"
"Exoc6b1",0.000215537526521803,0.373144464967563,0.938,0.762,1,"MOL_7","Exoc6b"
"Pip4p1",0.000218610834735568,0.32876573115726,0.841,0.593,1,"MOL_7","Pip4p1"
"Dner",0.000219197086629404,0.800954105942091,0.29,0.123,1,"MOL_7","Dner"
"Glod41",0.000220458608660675,0.309646645847768,0.841,0.644,1,"MOL_7","Glod4"
"Erlin2",0.000225032593250059,0.261378931874065,0.483,0.271,1,"MOL_7","Erlin2"
"Psme4",0.00022718650653842,0.482791465736857,0.434,0.217,1,"MOL_7","Psme4"
"Mon1a",0.000227985072491659,0.614548180767939,0.303,0.149,1,"MOL_7","Mon1a"
"Fndc3a",0.000232682468814161,0.474516265026131,0.372,0.158,1,"MOL_7","Fndc3a"
"Ostm1",0.000235788164130571,0.412836487524829,0.462,0.256,1,"MOL_7","Ostm1"
"Gaa",0.000240871265212992,0.270684536420549,0.614,0.364,1,"MOL_7","Gaa"
"Bcr",0.000243000162170063,0.444098352754647,0.262,0.127,1,"MOL_7","Bcr"
"Rnpep",0.000244158900869139,0.317240047290796,0.393,0.223,1,"MOL_7","Rnpep"
